Category,Sub-Category,Product ID,Product Name,Country,Region,State,City,Postal Code,Customer ID,Customer Name,Order Date,Order ID,Segment,Ship Date,Ship Mode,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Percentage,Quantity,Sales
Stationary,Binders,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,United States,West,Oregon,Springfield,97477,KH-16690,Kristen Hastings,26/10/2016,CA-2016-150714,Corporate,1/11/2016,Standard Class,2019,1,70%,1,0,1,0,-10.4874,-73%,7,14.301
Stationary,Storage,OFF-ST-10001809,Fellowes Officeware Wire Shelving,United States,West,Oregon,Springfield,97477,KH-16690,Kristen Hastings,26/10/2016,CA-2016-150714,Corporate,1/11/2016,Standard Class,2019,1,20%,1,0,1,0,-161.694,-23%,10,718.64
Household goods,Furnishings,FUR-FU-10000246,Aluminum Document Frame,United States,South,Virginia,Arlington,22204,LC-16960,Lindsay Castell,20/10/2017,CA-2017-105753,Home Office,26/10/2017,Standard Class,2020,1,0%,1,0,1,0,18.33,30%,5,61.1
Stationary,Appliances,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,United States,South,North Carolina,Wilmington,28403,JL-15130,Jack Lebron,28/04/2018,CA-2018-120894,Consumer,2/05/2018,Standard Class,2018,1,20%,1,0,1,0,5.265,19%,3,28.08
Stationary,Art,OFF-AR-10002375,Newell 351,United States,West,Arizona,Yuma,85364,DM-12955,Dario Medina,29/09/2017,CA-2017-106621,Corporate,1/10/2017,Second Class,2020,1,20%,1,0,1,0,1.1808,11%,4,10.496
Stationary,Binders,OFF-BI-10003719,Large Capacity Hanging Post Binders,United States,West,California,San Bernardino,92404,MV-18190,Mike Vittorini,10/07/2016,CA-2016-107020,Consumer,14/07/2016,Standard Class,2019,1,20%,1,0,1,0,12.974,33%,2,39.92
Stationary,Appliances,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",United States,East,Maryland,Baltimore,21215,NS-18640,Noel Staavos,7/08/2016,US-2016-117492,Corporate,9/08/2016,First Class,2019,1,0%,1,1,1,0.5,20.1708,26%,9,77.58
Stationary,Storage,OFF-ST-10000532,Advantus Rolling Drawer Organizers,United States,West,Washington,Seattle,98103,AS-10630,Ann Steele,7/12/2015,CA-2015-101392,Home Office,13/12/2015,Standard Class,2018,1,5%,1,0,1,0,70.0336,26%,7,269.36
Stationary,Labels,OFF-LA-10001613,Avery File Folder Labels,United States,West,California,San Francisco,94110,MT-17815,Meg Tillman,10/12/2016,CA-2016-127502,Consumer,14/12/2016,Standard Class,2019,1,0%,1,0,1,0,2.8224,49%,2,5.76
Stationary,Art,OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,United States,East,New York,New York City,10035,SR-20425,Sharelle Roach,8/11/2018,CA-2018-143658,Home Office,13/11/2018,Second Class,2018,1,5%,1,1,1,0.5,32.97,30%,5,109.9
Household goods,Furnishings,FUR-FU-10001940,Staple-based wall hangings,United States,West,Washington,Seattle,98115,DK-13375,Dennis Kane,27/07/2018,CA-2018-133046,Consumer,1/08/2018,Second Class,2018,1,5%,1,0,1,0,10.5072,44%,3,23.88
Stationary,Paper,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",United States,West,Washington,Seattle,98115,DK-13375,Dennis Kane,27/07/2018,CA-2018-133046,Consumer,1/08/2018,Second Class,2018,1,5%,1,0,1,0,12.052,46%,4,26.2
Stationary,Paper,OFF-PA-10002787,Xerox 227,United States,West,Washington,Seattle,98115,DK-13375,Dennis Kane,27/07/2018,CA-2018-133046,Consumer,1/08/2018,Second Class,2018,1,5%,1,0,1,0,6.2208,48%,2,12.96
Automobile,Accessories,TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,United States,West,Washington,Seattle,98115,DK-13375,Dennis Kane,27/07/2018,CA-2018-133046,Consumer,1/08/2018,Second Class,2018,1,5%,1,0,1,0,32.893,14%,5,234.95
Stationary,Storage,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,United States,West,New Mexico,Albuquerque,87105,SV-20935,Susan Vittorini,28/12/2018,CA-2018-122798,Consumer,1/01/2019,Standard Class,2018,1,5%,1,0,1,0,34.2925,29%,5,118.25
Stationary,Paper,OFF-PA-10004239,Xerox 1953,United States,West,New Mexico,Albuquerque,87105,SV-20935,Susan Vittorini,28/12/2018,CA-2018-122798,Consumer,1/01/2019,Standard Class,2018,1,5%,1,0,1,0,1.926,45%,1,4.28
Automobile,Accessories,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,United States,West,California,Los Angeles,90045,RH-19510,Rick Huthwaite,10/03/2017,CA-2017-169663,Home Office,13/03/2017,First Class,2020,1,0%,1,0,1,0,5.1015,19%,3,26.85
Automobile,Machines,TEC-MA-10000984,Okidata MB760 Printer,United States,West,California,Los Angeles,90045,RH-19510,Rick Huthwaite,10/03/2017,CA-2017-169663,Home Office,13/03/2017,First Class,2020,1,20%,1,0,1,0,377.73,11%,3,"3,357.60"
Stationary,Labels,OFF-LA-10004484,Avery 476,United States,West,California,Los Angeles,90045,SB-20185,Sarah Brown,22/05/2016,CA-2016-149846,Consumer,26/05/2016,Standard Class,2019,1,0%,1,0,1,0,3.7996,46%,2,8.26
Automobile,Machines,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,United States,West,California,Los Angeles,90045,SB-20185,Sarah Brown,22/05/2016,CA-2016-149846,Consumer,26/05/2016,Standard Class,2019,1,20%,1,0,1,0,334.4985,11%,7,"2,973.32"
Stationary,Storage,OFF-ST-10002406,Pizazz Global Quick File,United States,West,California,Los Angeles,90045,SB-20185,Sarah Brown,22/05/2016,CA-2016-149846,Consumer,26/05/2016,Standard Class,2019,1,0%,1,0,1,0,29.3412,28%,7,104.79
Automobile,Phones,TEC-PH-10003645,Aastra 57i VoIP phone,United States,West,California,Los Angeles,90045,SB-20185,Sarah Brown,22/05/2016,CA-2016-149846,Consumer,26/05/2016,Standard Class,2019,1,20%,1,0,1,0,58.1796,8%,6,775.728
Household goods,Bookcases,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",United States,Central,Texas,Houston,77041,CR-12820,Cyra Reiten,17/02/2018,CA-2018-159149,Home Office,19/02/2018,First Class,2018,1,25%,1,0,0,0,-17.0274,-19%,1,89.0664
Stationary,Art,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",United States,Central,Texas,Houston,77041,CR-12820,Cyra Reiten,17/02/2018,CA-2018-159149,Home Office,19/02/2018,First Class,2018,1,20%,1,0,0,0,52.632,30%,6,175.44
Automobile,Phones,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,United States,Central,Texas,Houston,77041,CR-12820,Cyra Reiten,17/02/2018,CA-2018-159149,Home Office,19/02/2018,First Class,2018,1,20%,1,0,0,0,-87.6672,-20%,4,438.336
Household goods,Chairs,FUR-CH-10003396,Global Deluxe Steno Chair,United States,East,Pennsylvania,Philadelphia,19140,EG-13900,Emily Grady,8/12/2018,US-2018-167570,Consumer,15/12/2018,Standard Class,2018,1,35%,1,1,0,0.5,-58.5048,-27%,4,215.544
Stationary,Envelopes,OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",United States,Central,Illinois,Chicago,60623,RD-19930,Russell D'Ascenzo,18/11/2018,CA-2018-160122,Consumer,23/11/2018,Standard Class,2018,1,20%,1,0,0,0,20.844,38%,6,55.584
Household goods,Chairs,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,United States,Central,Illinois,Chicago,60623,RD-19930,Russell D'Ascenzo,18/11/2018,CA-2018-160122,Consumer,23/11/2018,Standard Class,2018,1,35%,1,0,0,0,-25.4772,-20%,2,127.386
Household goods,Chairs,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",United States,Central,Texas,San Angelo,76903,JM-15865,John Murray,1/12/2017,CA-2017-130393,Consumer,3/12/2017,Second Class,2020,1,30%,1,0,1,0,-17.745,-7%,5,248.43
Stationary,Appliances,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,United States,Central,Texas,San Angelo,76903,JM-15865,John Murray,1/12/2017,CA-2017-130393,Consumer,3/12/2017,Second Class,2020,1,80%,1,0,1,0,-30.8672,-265%,3,11.648
Household goods,Chairs,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",United States,Central,Texas,San Angelo,76903,JM-15865,John Murray,1/12/2017,CA-2017-130393,Consumer,3/12/2017,Second Class,2020,1,30%,1,0,1,0,-1.2178,-1%,2,85.246
Stationary,Art,OFF-AR-10004817,Colorific Watercolor Pencils,United States,Central,Texas,Pasadena,77506,LW-16825,Laurel Workman,3/10/2018,CA-2018-144820,Corporate,7/10/2018,Second Class,2018,1,20%,1,0,1,0,2.322,11%,5,20.64
Household goods,Furnishings,FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,United States,West,California,Los Angeles,90049,RW-19540,Rick Wilson,29/08/2018,CA-2018-101014,Corporate,4/09/2018,Standard Class,2018,1,5%,1,0,0,0,41.4456,28%,3,148.02
Stationary,Storage,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,United States,Central,Kansas,Garden City,67846,BG-11695,Brooke Gillingham,24/11/2018,CA-2018-105543,Corporate,24/11/2018,Same Day,2018,1,5%,1,0,1,0,7.9896,24%,1,33.29
Stationary,Paper,OFF-PA-10000675,Xerox 1919,United States,West,California,Los Angeles,90045,TT-21220,Thomas Thornton,30/06/2018,US-2018-113201,Consumer,5/07/2018,Standard Class,2018,1,5%,1,0,1,0,100.4255,49%,5,204.95
Household goods,Chairs,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,United States,Central,Illinois,Chicago,60653,EB-13930,Eric Barreto,22/07/2018,US-2018-106551,Consumer,27/07/2018,Standard Class,2018,1,35%,1,0,0,0,-75.192,-14%,4,526.344
Household goods,Furnishings,FUR-FU-10001934,Magnifier Swing Arm Lamp,United States,West,California,San Francisco,94110,LP-17080,Liz Pelletier,11/11/2017,CA-2017-116722,Consumer,16/11/2017,Standard Class,2020,1,0%,1,0,0,0,10.9096,26%,2,41.96
Household goods,Chairs,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,United States,West,California,San Francisco,94110,LP-17080,Liz Pelletier,11/11/2017,CA-2017-116722,Consumer,16/11/2017,Standard Class,2020,1,20%,1,0,0,0,0,0%,3,451.152
Stationary,Binders,OFF-BI-10001890,Avery Poly Binder Pockets,United States,West,California,San Francisco,94110,LP-17080,Liz Pelletier,11/11/2017,CA-2017-116722,Consumer,16/11/2017,Standard Class,2020,1,20%,1,0,0,0,11.0264,35%,11,31.504
Stationary,Envelopes,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,United States,East,Pennsylvania,Philadelphia,19134,FP-14320,Frank Preis,9/12/2015,CA-2015-138128,Consumer,15/12/2015,Standard Class,2018,1,20%,1,1,1,0.5,9.585,31%,3,30.672
Automobile,Copiers,TEC-CO-10001766,Canon PC940 Copier,United States,East,Pennsylvania,Philadelphia,19134,FP-14320,Frank Preis,9/12/2015,CA-2015-138128,Consumer,15/12/2015,Standard Class,2018,1,40%,1,1,1,0.5,125.9972,12%,4,"1,079.98"
Household goods,Chairs,FUR-CH-10004860,Global Low Back Tilter Chair,United States,West,California,Modesto,95351,JA-15970,Joseph Airdo,7/09/2018,US-2018-150070,Consumer,12/09/2018,Standard Class,2018,1,20%,1,0,1,0,-28.2744,-18%,2,161.568
Stationary,Binders,OFF-BI-10002049,UniKeep View Case Binders,United States,Central,Texas,Houston,77070,TS-21655,Trudy Schmidt,6/02/2016,CA-2016-137064,Consumer,13/02/2016,Standard Class,2019,1,80%,1,0,0,0,-4.9878,-170%,3,2.934
Automobile,Accessories,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,United States,Central,Texas,Houston,77070,TS-21655,Trudy Schmidt,6/02/2016,CA-2016-137064,Consumer,13/02/2016,Standard Class,2019,1,20%,1,0,0,0,4.4004,24%,2,18.528
Stationary,Storage,OFF-ST-10003470,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",United States,Central,Texas,Houston,77070,TS-21655,Trudy Schmidt,6/02/2016,CA-2016-137064,Consumer,13/02/2016,Standard Class,2019,1,20%,1,0,0,0,-125.766,-19%,3,670.752
Household goods,Furnishings,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",United States,Central,Illinois,Chicago,60610,DP-13000,Darren Powers,26/08/2018,CA-2018-157350,Consumer,1/09/2018,Standard Class,2018,1,55%,1,0,1,0,-43.848,-68%,5,64.96
Automobile,Accessories,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",United States,West,California,Riverside,92503,JD-15895,Jonathan Doherty,20/07/2015,CA-2015-127866,Corporate,23/07/2015,First Class,2018,1,5%,1,0,1,0,15.0984,36%,2,41.94
Stationary,Paper,OFF-PA-10003971,Xerox 1965,United States,West,California,Riverside,92503,JD-15895,Jonathan Doherty,20/07/2015,CA-2015-127866,Corporate,23/07/2015,First Class,2018,1,5%,1,0,1,0,5.8604,49%,2,11.96
Stationary,Art,OFF-AR-10003481,Newell 348,United States,West,California,Riverside,92503,JD-15895,Jonathan Doherty,20/07/2015,CA-2015-127866,Corporate,23/07/2015,First Class,2018,1,5%,1,0,1,0,3.8048,29%,4,13.12
Stationary,Storage,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",United States,West,California,Riverside,92503,JD-15895,Jonathan Doherty,20/07/2015,CA-2015-127866,Corporate,23/07/2015,First Class,2018,1,5%,1,0,1,0,160.623,30%,3,535.41
Household goods,Furnishings,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",United States,Central,Texas,Dallas,75081,GH-14485,Gene Hale,8/10/2016,CA-2016-131352,Corporate,13/10/2016,Standard Class,2019,1,60%,1,0,0,0,-70.9605,-98%,3,72.78
Stationary,Paper,OFF-PA-10001970,Xerox 1881,United States,West,California,Los Angeles,90008,RD-19585,Rob Dowd,16/02/2016,CA-2016-121776,Consumer,21/02/2016,Standard Class,2019,1,0%,1,0,1,0,17.3148,47%,3,36.84
Stationary,Labels,OFF-LA-10002762,Avery 485,United States,West,California,Los Angeles,90008,RD-19585,Rob Dowd,16/02/2016,CA-2016-121776,Consumer,21/02/2016,Standard Class,2019,1,0%,1,0,1,0,41.2237,47%,7,87.71
Household goods,Tables,FUR-TA-10002533,BPI Conference Tables,United States,South,Florida,Lakeland,33801,CS-12490,Cindy Schnelling,12/08/2017,CA-2017-118073,Corporate,16/08/2017,Standard Class,2020,1,45%,1,0,0,0,-255.5875,-45%,7,562.2925
Household goods,Furnishings,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",United States,East,New York,New York City,10035,BF-11215,Benjamin Farhat,9/11/2015,CA-2015-103219,Home Office,13/11/2015,Standard Class,2018,1,5%,1,1,1,0.5,21.4776,38%,9,56.52
Stationary,Art,OFF-AR-10001545,Newell 326,United States,East,Pennsylvania,Philadelphia,19140,NK-18490,Neil Knudson,18/07/2017,CA-2017-102561,Home Office,22/07/2017,Standard Class,2020,1,20%,1,1,1,0.5,1.2672,11%,8,11.264
Stationary,Storage,OFF-ST-10001476,Steel Personal Filing/Posting Tote,United States,East,Pennsylvania,Philadelphia,19140,NK-18490,Neil Knudson,18/07/2017,CA-2017-102561,Home Office,22/07/2017,Standard Class,2020,1,20%,1,1,1,0.5,24.857,9%,10,284.08
Stationary,Paper,OFF-PA-10004971,Xerox 196,United States,East,Pennsylvania,Philadelphia,19140,NK-18490,Neil Knudson,18/07/2017,CA-2017-102561,Home Office,22/07/2017,Standard Class,2020,1,20%,1,1,1,0.5,6.7048,36%,4,18.496
Stationary,Labels,OFF-LA-10003223,Avery 508,United States,West,California,San Diego,92037,AZ-10750,Annie Zypern,5/02/2017,CA-2017-100993,Consumer,10/02/2017,Standard Class,2020,1,0%,1,0,1,0,7.2177,49%,3,14.73
Stationary,Storage,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",United States,West,California,San Diego,92037,AZ-10750,Annie Zypern,5/02/2017,CA-2017-100993,Consumer,10/02/2017,Standard Class,2020,1,0%,1,0,1,0,50.3658,27%,3,186.54
Household goods,Tables,FUR-TA-10001095,Chromcraft Round Conference Tables,United States,West,California,San Diego,92037,AZ-10750,Annie Zypern,5/02/2017,CA-2017-100993,Consumer,10/02/2017,Standard Class,2020,1,20%,1,0,1,0,6.9716,1%,4,557.728
Automobile,Phones,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,United States,West,California,San Diego,92037,AZ-10750,Annie Zypern,5/02/2017,CA-2017-100993,Consumer,10/02/2017,Standard Class,2020,1,20%,1,0,1,0,-31.9936,-20%,4,159.968
Stationary,Appliances,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,United States,Central,Oklahoma,Lawton,73505,Co-12640,Corey-Lock,20/06/2015,US-2015-112949,Consumer,27/06/2015,Standard Class,2018,1,5%,1,0,1,0,155.727,33%,6,471.9
Stationary,Art,OFF-AR-10003469,Nontoxic Chalk,United States,Central,Oklahoma,Lawton,73505,Co-12640,Corey-Lock,20/06/2015,US-2015-112949,Consumer,27/06/2015,Standard Class,2018,1,5%,1,0,1,0,1.6896,48%,2,3.52
Stationary,Paper,OFF-PA-10000249,Easy-staple paper,United States,South,Virginia,Salem,24153,AG-10675,Anna Gayman,9/06/2018,US-2018-146822,Consumer,14/06/2018,Standard Class,2018,1,5%,1,0,0,0,23.0864,47%,4,49.12
Stationary,Labels,OFF-LA-10001613,Avery File Folder Labels,United States,West,California,Santa Ana,92704,EM-14140,Eugene Moren,27/12/2017,US-2017-131058,Home Office,31/12/2017,Standard Class,2020,1,0%,1,0,1,0,9.8784,49%,7,20.16
Stationary,Binders,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,United States,Central,South Dakota,Rapid City,57701,CA-11965,Carol Adams,26/01/2015,CA-2015-167997,Corporate,29/01/2015,First Class,2018,1,5%,1,0,1,0,5.0196,47%,2,10.68
Household goods,Bookcases,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",United States,Central,South Dakota,Rapid City,57701,CA-11965,Carol Adams,26/01/2015,CA-2015-167997,Corporate,29/01/2015,First Class,2018,1,5%,1,0,1,0,39.7488,28%,2,141.96
Stationary,Storage,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,United States,West,Washington,Seattle,98115,RB-19360,Raymond Buch,23/03/2018,CA-2018-140151,Consumer,25/03/2018,First Class,2018,1,5%,1,0,1,0,4.872,15%,2,32.48
Stationary,Paper,OFF-PA-10002986,Xerox 1898,United States,West,Washington,Seattle,98115,RB-19360,Raymond Buch,23/03/2018,CA-2018-140151,Consumer,25/03/2018,First Class,2018,1,5%,1,0,1,0,9.6192,48%,3,20.04
Automobile,Copiers,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,United States,West,Washington,Seattle,98115,RB-19360,Raymond Buch,23/03/2018,CA-2018-140151,Consumer,25/03/2018,First Class,2018,1,5%,1,0,1,0,"6,719.98",48%,4,"13,999.96"
Automobile,Accessories,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,United States,East,Connecticut,Middletown,6457,RD-19720,Roger Demir,20/03/2018,US-2018-143770,Consumer,24/03/2018,Standard Class,2018,1,5%,1,1,1,0.5,38.08,16%,2,238
Stationary,Paper,OFF-PA-10001125,Xerox 1988,United States,East,Connecticut,Middletown,6457,RD-19720,Roger Demir,20/03/2018,US-2018-143770,Consumer,24/03/2018,Standard Class,2018,1,5%,1,1,1,0.5,27.882,45%,2,61.96
Household goods,Tables,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",United States,East,Maryland,Baltimore,21215,MS-17830,Melanie Seite,4/10/2017,CA-2017-131296,Consumer,9/10/2017,Standard Class,2020,1,30%,1,1,1,0.5,-23.9372,-10%,2,239.372
Automobile,Accessories,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,United States,West,California,San Diego,92105,PG-18820,Patrick Gardner,18/11/2017,CA-2017-103464,Consumer,22/11/2017,Standard Class,2020,1,0%,1,0,1,0,95.2,16%,5,595
Stationary,Paper,OFF-PA-10004285,Xerox 1959,United States,Central,Texas,Odessa,79762,KB-16240,Karen Bern,26/12/2018,CA-2018-136238,Corporate,1/01/2019,Standard Class,2018,1,20%,1,0,1,0,5.6112,35%,3,16.032
Automobile,Accessories,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,United States,East,Connecticut,Milford,6460,RB-19465,Rick Bensley,9/03/2017,CA-2017-120803,Home Office,13/03/2017,Standard Class,2020,1,0%,1,1,1,0.5,87.89,44%,5,199.75
Household goods,Chairs,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,United States,East,New Jersey,Belleville,7109,JD-15790,John Dryer,16/02/2017,CA-2017-134138,Consumer,20/02/2017,Standard Class,2020,1,0%,1,1,1,0.5,36.4736,16%,2,227.96
Stationary,Appliances,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",United States,East,New York,New York City,10035,JJ-15445,Jennifer Jackson,28/09/2016,CA-2016-120915,Consumer,3/10/2016,Second Class,2019,1,0%,1,1,1,0.5,76.3152,26%,6,293.52
Automobile,Phones,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,United States,East,New York,New York City,10035,JJ-15445,Jennifer Jackson,28/09/2016,CA-2016-120915,Consumer,3/10/2016,Second Class,2019,1,0%,1,1,1,0.5,89.3142,29%,2,307.98
Household goods,Furnishings,FUR-FU-10004909,Contemporary Wood/Metal Frame,United States,West,California,San Diego,92105,LT-17110,Liz Thompson,2/11/2016,CA-2016-168207,Consumer,6/11/2016,Standard Class,2019,1,0%,1,0,1,0,33.936,35%,6,96.96
Stationary,Binders,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,United States,West,California,San Diego,92105,LT-17110,Liz Thompson,2/11/2016,CA-2016-168207,Consumer,6/11/2016,Standard Class,2019,1,20%,1,0,1,0,41.1208,35%,7,117.488
Stationary,Binders,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,United States,West,California,San Diego,92105,LT-17110,Liz Thompson,2/11/2016,CA-2016-168207,Consumer,6/11/2016,Standard Class,2019,1,20%,1,0,1,0,4.1832,35%,3,11.952
Household goods,Bookcases,FUR-BO-10004357,O'Sullivan Living Dimensions 3-Shelf Bookcases,United States,West,California,San Diego,92105,LT-17110,Liz Thompson,2/11/2016,CA-2016-168207,Consumer,6/11/2016,Standard Class,2019,1,15%,1,0,1,0,-30.147,-6%,3,512.499
Household goods,Tables,FUR-TA-10002774,Laminate Occasional Tables,United States,West,California,San Francisco,94122,AH-10690,Anna Häberlin,31/07/2017,CA-2017-144148,Corporate,5/08/2017,Standard Class,2020,1,20%,1,0,1,0,-32.3673,-4%,7,863.128
Household goods,Tables,FUR-TA-10004575,Hon 5100 Series Wood Tables,United States,West,Washington,Seattle,98105,AB-10060,Adam Bellavance,6/11/2018,CA-2018-107174,Home Office,13/11/2018,Standard Class,2018,1,5%,1,0,1,0,366.6348,18%,7,"2,036.86"
Household goods,Chairs,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,United States,West,Washington,Seattle,98105,AB-10060,Adam Bellavance,6/11/2018,CA-2018-107174,Home Office,13/11/2018,Standard Class,2018,1,20%,1,0,1,0,-73.0548,-16%,2,449.568
Automobile,Accessories,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,United States,West,Washington,Seattle,98105,AB-10060,Adam Bellavance,6/11/2018,CA-2018-107174,Home Office,13/11/2018,Standard Class,2018,1,5%,1,0,1,0,32.688,30%,3,108.96
Stationary,Art,OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,United States,South,Mississippi,Jackson,39212,FM-14380,Fred McMath,14/02/2017,CA-2017-146150,Consumer,19/02/2017,Standard Class,2020,1,0%,1,0,1,0,68.6868,26%,7,264.18
Stationary,Labels,OFF-LA-10004559,Avery 49,United States,West,California,Los Angeles,90049,GH-14410,Gary Hansen,9/07/2015,CA-2015-114125,Home Office,13/07/2015,Standard Class,2018,1,5%,1,0,1,0,1.4112,49%,1,2.88
Stationary,Binders,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,United States,West,California,Los Angeles,90049,GH-14410,Gary Hansen,9/07/2015,CA-2015-114125,Home Office,13/07/2015,Standard Class,2018,1,20%,1,0,1,0,14.1426,34%,6,41.904
Stationary,Storage,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",United States,West,California,Los Angeles,90049,GH-14410,Gary Hansen,9/07/2015,CA-2015-114125,Home Office,13/07/2015,Standard Class,2018,1,5%,1,0,1,0,4.0664,17%,4,23.92
Stationary,Paper,OFF-PA-10003892,Xerox 1943,United States,Central,Illinois,Chicago,60623,HE-14800,Harold Engle,30/01/2017,CA-2017-114944,Corporate,4/02/2017,Standard Class,2020,1,20%,1,0,0,0,52.8228,34%,4,156.512
Stationary,Storage,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",United States,East,New York,New York City,10035,SZ-20035,Sam Zeldin,22/09/2017,CA-2017-135965,Home Office,25/09/2017,First Class,2020,1,0%,1,1,1,0.5,37.2186,29%,6,128.34
Automobile,Accessories,TEC-AC-10000474,Kensington Expert Mouse Optical USB Trackball for PC or Mac,United States,West,California,Los Angeles,90008,CM-12115,Chad McGuire,22/12/2018,CA-2018-149699,Consumer,24/12/2018,First Class,2018,1,5%,1,0,1,0,142.485,30%,5,474.95
Automobile,Copiers,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,United States,West,Washington,Des Moines,98198,TG-21310,Toby Gnade,2/09/2017,CA-2017-166429,Consumer,8/09/2017,Standard Class,2020,1,0%,1,0,1,0,449.991,45%,2,999.98
Household goods,Tables,FUR-TA-10003469,Balt Split Level Computer Training Table,United States,West,Oregon,Springfield,97477,DK-12985,Darren Koutras,2/08/2016,CA-2016-112767,Consumer,6/08/2016,Standard Class,2019,1,50%,1,0,0,0,-188.7,-68%,4,277.5
Household goods,Tables,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",United States,East,Pennsylvania,Philadelphia,19120,SS-20410,Shahid Shariari,21/11/2016,CA-2016-119879,Consumer,25/11/2016,Standard Class,2019,1,40%,1,1,1,0.5,-480.2032,-38%,8,"1,252.70"
Automobile,Phones,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",United States,East,Pennsylvania,Philadelphia,19120,SS-20410,Shahid Shariari,21/11/2016,CA-2016-119879,Consumer,25/11/2016,Standard Class,2019,1,40%,1,1,1,0.5,-24.0435,-22%,5,110.97
Household goods,Furnishings,FUR-FU-10004973,Flat Face Poster Frame,United States,Central,Illinois,Chicago,60653,BM-11575,Brendan Murry,18/05/2018,CA-2018-155642,Corporate,22/05/2018,Standard Class,2018,1,55%,1,0,1,0,-10.1736,-45%,3,22.608
Household goods,Furnishings,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,United States,Central,Illinois,Chicago,60653,BM-11575,Brendan Murry,18/05/2018,CA-2018-155642,Corporate,22/05/2018,Standard Class,2018,1,55%,1,0,1,0,-0.9933,-53%,1,1.892
